,no ethics,ethics 0.5,ethics 1,ethics 2,ethics normal 0.5,ethics normal 1,ethics normal 2,scores no ethics,scores ethics 0.5,scores ethics 1,scores ethics 2,scores ethics normal 0.5,scores ethics normal 1,scores ethics normal 2,mean,mean score
0,0.00303070612875,0.000776520245147,0.00151711678619,0.00303478008079,0.000377985689141,0.000471436101378,0.000894525740201,26.3192431316,61.1107654501,61.8551877576,63.0316850391,60.513720319,60.7769374961,61.271992011,0.00620562275411,27.1814415931
1,-0.00042285103816,-0.000318342633756,-0.000623113330549,-0.00126719929944,-5.89113473269e-05,-0.00013853300831,-0.000361975798548,27.1036741908,61.216006078,61.8301175986,62.9821244956,60.4045810996,60.8601942068,61.3322903059,-0.00021439890212,27.1814415931
2,0.000754148955432,0.000672665444709,0.00134898248345,0.00270379021744,0.000192697516453,0.000418521032804,0.000771823675269,27.2349116094,61.2772418837,61.8711734895,63.0746774721,60.4098691501,60.8955177572,61.2273723591,0.00646502372219,27.1814415931
3,0.00089543388717,0.000107731586743,0.000217840004781,0.00045598241457,0.000123349207031,7.75944654145e-05,0.000127128625691,27.2720373752,61.268641476,61.8702884662,63.0521440752,60.3417951123,60.9230253341,61.3735358405,0.00521864403741,27.1814415931
4,-0.000337592480014,-0.00038476280784,-0.00080312325557,-0.00160930694367,-3.29391111172e-05,-0.000225083668419,-0.000466983692145,27.1036336533,61.3169289097,62.0486732785,63.4125086733,60.6670635164,61.0384488506,61.4541429317,0.00260908160442,27.1814415931
5,-0.000472720894018,-0.000349858475184,-0.000713169174789,-0.0014130896597,-0.000120135725011,-0.000378096075542,-0.000413934551076,27.0529975357,61.3748781079,62.0844522637,63.6389033688,60.7030387645,60.9915516284,61.5050222609,-0.00244632267007,27.1814415931
6,-0.00133369662071,-0.00186961248778,-0.0037249384098,-0.00744375770462,-0.000589807948817,-0.00108253192157,-0.00216171646866,27.2066668548,61.4741031579,62.3037962038,63.9338266604,60.6719513833,61.1184651898,61.5587471674,-0.0118583257057,27.1814415931
7,0.000501564465429,0.000598614815661,0.001184374568,0.00237500601418,0.000296754151908,0.000411208232331,0.000817936036081,28.0419672167,61.4472418692,62.2986639597,63.8885085505,60.6494316389,61.0925989683,61.695787049,0.00562887872716,27.1814415931
8,0.00458375523987,0.000193559569603,0.000293475477566,0.000634222100524,5.05132207316e-05,0.00017418086532,0.000209914939869,25.4634994504,61.342988444,62.2519854362,63.8250992931,60.6131317955,60.9747743052,61.7628671962,0.00347560572556,27.1814415931
9,0.00179487599953,0.00102823686855,0.00204093835451,0.00408429009775,0.000412422669306,0.000678370589804,0.00130662047273,25.8196083475,61.4350151361,62.2696078269,63.8431907004,60.6251751185,61.0541647068,61.6978867886,0.00766703670449,27.1814415931
10,0.00103513958206,0.00012852582673,0.000256086358742,0.000515734344065,2.99430490334e-05,9.88299420931e-05,0.000172461745852,26.1635301016,61.4447119221,62.193347337,63.7414465392,60.7594056,61.1433743827,61.6974803413,0.00382282282731,27.1814415931
11,0.00104296472467,0.000851603898082,0.00170118249278,0.00339518649657,0.000361526863613,0.000570009291776,0.00114296942645,25.5807959463,61.4445822674,62.2411796804,63.8209495485,60.6793279129,61.0730394706,61.7289563006,0.0048432948808,27.1814415931
12,-0.000602958196631,-0.000244663080253,-0.000524793463576,-0.00104526416029,-2.04000624108e-05,-0.000172663401551,-0.000334255563819,26.1040462807,61.3854324873,62.2582169449,63.7963978177,60.6110396846,61.2016229143,61.6259839406,0.00250305092734,27.1814415931
13,-0.00329445893228,0.000716131514876,0.00145972500093,0.00292086246788,6.9192456533e-05,0.000458177632326,0.000920900519998,24.1943236098,61.4648358143,62.2921989117,63.898993742,60.570436689,61.1867504897,61.692337067,-0.00495560408529,27.1814415931
14,-0.00104914637819,-0.00135170687077,-0.0026559426505,-0.00531802792043,-0.000513046203197,-0.000885630513424,-0.00176462872607,27.0789987536,61.3346916617,62.2699936023,63.8457939477,60.5506977636,61.1801297675,61.7303096362,-0.00926963630686,27.1814415931
15,-0.00157008638405,-0.00184898684095,-0.00358562751553,-0.00717099441448,-0.000822045870787,-0.00132390908568,-0.00264587545762,26.7030689054,61.2025435598,62.0340283555,63.3770709751,60.6396469205,61.1742732744,61.6644997548,-0.0173741131025,27.1814415931
16,0.000697405283867,0.000842946860666,0.00167282137381,0.00334786050522,0.000417982078024,0.000807872245203,0.0015488511499,26.879514041,61.274042463,61.9206190711,63.1534268196,60.7367769613,61.0648518833,61.7755578334,0.00977723843367,27.1814415931
17,-0.000241759603676,6.12824105451e-05,0.000108659106992,0.000216001760199,3.00514238032e-05,6.79682995772e-05,0.000106365570911,26.8699971529,61.2081546148,61.8429239634,62.9976143476,60.6727369743,61.1660954235,61.8160817905,0.00101995711808,27.1814415931
